State FIPS code,Date,All merchant category codes spending,Accommodation and food service (ACF) spending,"Arts, entertainment, and recreation (AER)  spending",General merchandise stores (GEN) and apparel and accessories (AAP) spending,Grocery and food store (GRF)  spending,Health care and social assistance (HCS) spending ,Transportation and warehousing (TWS)  spending,"Retail spending, including grocery  (AAP, CEC, GEN, GRF, HIC, ETC, SGH) ","Retail spending, excluding grocery ((AAP, CEC, GEN, HIC, ETC, SGH) "
3400,09/28/2020,-3.55,-20.7,-24.1,6.24,5.82,-9.6,-44.3,11.1,16.1
3600,09/28/2020,-1.22,-19.1,-43.6,6.53,14.5,-9.33,-58.5,14,13.6
4400,09/28/2020,-13.6,-39.5,-64.5,-15.5,1.78,-15.9,-80.2,7.88,12.9
900,09/29/2020,-3.09,-24.9,-41.5,6.8,19.6,-23.9,-62.6,15.9,13.4
2500,09/29/2020,-0.76,-18.1,-25.3,5.45,14.2,-15.1,-61.3,18,22.2
3400,09/29/2020,-4.27,-21.4,-24.6,4.17,5.29,-9.75,-46.8,10.3,14.9
3600,09/29/2020,-2.09,-19.8,-43.4,4.37,13.8,-8.89,-61.2,12.3,11.1
4400,09/29/2020,-13.4,-39,-60.6,-21.9,3.76,-16.3,-79.9,6.31,7.77
900,09/30/2020,-4.71,-26.4,-44,5.63,16.9,-16.2,-62.2,14.3,12.5
2500,09/30/2020,-2.14,-19.2,-33.3,1.93,14,-14.1,-61.2,15.6,17.7
3400,09/30/2020,-4.16,-21.6,-24.1,3.72,5.45,-8.84,-47.6,9.99,14.2
3600,09/30/2020,-2.85,-21.1,-42.5,1.76,11.9,-7.8,-60.4,10.5,9.44
4400,09/30/2020,-12.2,-37.8,-65.3,-22.8,1.28,-16.7,-74,3.9,5.48
900,10/01/2020,-4.94,-25.4,-42.3,2.1,15.8,-14.7,-61.7,12.1,9.71
2500,10/01/2020,-3.11,-19.7,-35.7,1.87,14,-13.1,-61.6,13.8,14
3400,10/01/2020,-4.13,-20.9,-27.4,4.32,4.6,-10.2,-47.1,9.84,14.7
3600,10/01/2020,-2.73,-20.8,-43.5,0.389,12.4,-6.03,-58.6,10.3,8.67
4400,10/01/2020,-9.57,-38.1,-64.7,-26.7,0.613,-17,-73.4,1.35,1.31
900,10/02/2020,-5.2,-25.2,-43.2,2.43,16,-15.8,-62.3,11.5,8.48
2500,10/02/2020,-3.23,-19.8,-34.2,3.33,14.9,-14.7,-60.1,13.8,13.2
3400,10/02/2020,-3.54,-20.7,-28.1,6.22,5.5,-10.8,-47.1,11.3,16.7
3600,10/02/2020,-2.9,-20.5,-42.1,0.652,12.7,-7.31,-57.8,10.4,8.5
4400,10/02/2020,-5.67,-37.3,-63.6,-23.3,2.96,-17.4,-69,5.06,6.31
900,10/03/2020,-5.58,-25.1,-44.3,2.02,14.9,-14.1,-61.2,10.6,7.7
2500,10/03/2020,-4.08,-19.6,-34,2.34,14.3,-11.2,-58.8,11.4,9.03
3400,10/03/2020,-3.19,-20.4,-27.1,7.48,4.89,-9.95,-46.8,11.4,17.6
3600,10/03/2020,-2.05,-19.4,-42.2,2.35,13.2,-6.33,-56.1,12.1,11.3
4400,10/03/2020,-5.8,-37.5,-61.2,-24.3,-2.31,-17.8,-66.3,4.01,9.4
900,10/04/2020,-3.77,-23.5,-43.7,2.05,17.8,-11.6,-62.9,13.7,11
2500,10/04/2020,-3.63,-19.1,-35.9,2.43,15.2,-11.1,-58.6,12.1,9.59
3400,10/04/2020,-2.75,-19.6,-27.4,6.72,6.15,-8.68,-47.3,12.5,18.4
3600,10/04/2020,-0.956,-18.7,-41.8,2.08,14.2,-5.81,-55.3,13.3,12.6
4400,10/04/2020,-3.26,-34.8,-57.2,-22,-1.67,-18.2,-65.5,6.01,12.8
900,10/05/2020,-4.01,-23.7,-42.8,0.0368,17.2,-12.2,-61.7,12.7,9.66
2500,10/05/2020,-3.06,-19.9,-36.6,1.79,15.7,-7.66,-58.5,11.1,7.14
3400,10/05/2020,-1.88,-19.6,-27.6,5.52,6.3,-6.51,-46.2,12.1,17.6
3600,10/05/2020,-0.335,-19.7,-42.8,1.33,14.3,-2.24,-54.9,13,12.1
4400,10/05/2020,-1.99,-33.4,-52.9,-20.7,1.81,-19.1,-65.3,7.03,11.4
900,10/06/2020,-3.19,-23.5,-42.4,1.05,18.7,-10.2,-63.2,13.9,10.7
2500,10/06/2020,-3.16,-19.8,-35.2,2.94,16.4,-5.73,-58.2,10.9,6.02
3400,10/06/2020,-0.921,-18.5,-26.6,7.73,8.1,-6.67,-45.7,13.7,18.9
3600,10/06/2020,0.723,-19.1,-41.9,1.66,15.7,-0.891,-52.9,14.1,12.9
4400,10/06/2020,-1.43,-35.1,-53.1,-20.1,0.773,-20,-63,6.91,12.1
900,10/07/2020,-2.49,-22.6,-41.7,1.41,20.4,-12.4,-65,14.1,10.1
2500,10/07/2020,-3.51,-21.5,-31.9,4.06,16.7,-3.87,-59.3,11,6.05
3400,10/07/2020,-1.64,-18.4,-27.1,8.02,8.35,-9.79,-46.4,13.8,19
3600,10/07/2020,0.144,-18.9,-42.9,1.96,16.1,-3.25,-54.1,14.1,12.6
4400,10/07/2020,-4.05,-38.4,-49.2,-19,2.84,-21,-70.4,11,18.2
900,10/08/2020,-2.46,-23.2,-41.4,2.47,21.3,-12.2,-63.8,15.3,11.3
2500,10/08/2020,-3.82,-21.8,-31.1,3.45,17.5,-4.99,-61.3,10.6,4.51
3400,10/08/2020,-1.48,-18.7,-22.4,7.71,8.96,-9.56,-46.9,14.1,18.8
3600,10/08/2020,0.253,-18.5,-42.2,1.74,15.5,-1.51,-56.3,13.4,11.8
4400,10/08/2020,-5.16,-38.8,-50.5,-16,2.09,-21.9,-68,10.3,17.7
900,10/09/2020,-0.853,-23.8,-40.7,2.86,22.6,-8.28,-63.8,16.6,12.7
2500,10/09/2020,-2.67,-22.5,-34.7,3.25,17.5,-2.37,-62.5,11.8,6.96
3400,10/09/2020,-1.77,-18.5,-19.7,6.73,8.71,-7.37,-46.8,13,17.1
3600,10/09/2020,1.15,-19.6,-44.1,2.23,15.9,3.15,-54.3,14.1,12.7
4400,10/09/2020,-6.35,-38.8,-41.2,-8.81,0.481,-22.8,-70.2,9.89,18.8
900,10/10/2020,-1.7,-25.1,-42.5,0.811,21.4,-5.82,-65.1,14.3,9.75
2500,10/10/2020,-3.26,-23,-34.9,2.79,15.9,-6.98,-64,11.8,8.41
3400,10/10/2020,-2.49,-18.2,-21.2,5.29,8.73,-5.85,-46.3,11.7,14.6
3600,10/10/2020,-0.026,-20.1,-44.1,-0.682,15.4,3.03,-55.5,11.8,9.1
4400,10/10/2020,-3.96,-35.7,-41.3,-5.98,7.84,-23.8,-74,15.2,21.7
900,10/11/2020,-2.37,-25.4,-42.6,0.822,18.8,-7.47,-62.5,11.7,7.16
2500,10/11/2020,-2.72,-21.4,-31.1,3.63,15.4,-6.78,-64.3,12.2,9.61
3400,10/11/2020,-2.73,-18.9,-22.6,5.84,7.81,-5.15,-46.1,11.4,14.8
3600,10/11/2020,-1.29,-21.1,-44.4,-1.39,14.3,1.99,-55.8,10.7,7.9
4400,10/11/2020,-6.28,-37.9,-40.6,-7.28,7.86,-24.7,-74.6,15.1,21.4
900,10/12/2020,-1.19,-25.9,-50.1,3.17,20.6,-2.59,-61.4,12.8,8.02
2500,10/12/2020,-3.67,-24.3,-33.1,1.57,16.6,-4.95,-64.4,12.5,9.06
3400,10/12/2020,-3.91,-22.7,-27.5,3.53,6.7,-1.66,-45.4,9.1,11.4
3600,10/12/2020,-3.27,-24.4,-46.6,-5.41,13.2,3.75,-60.8,8.69,5.29
4400,10/12/2020,-14.3,-43.6,-58,-19.8,0.109,-22.7,-75.7,6.16,11.3
900,10/13/2020,-2.15,-26.7,-43.4,2.17,18.4,-5.73,-61.8,11.3,6.92
2500,10/13/2020,-3.37,-24.4,-32.6,1.76,15.3,-1.63,-66.3,10.8,7.05
3400,10/13/2020,-2.93,-21,-24.9,4.57,7.21,-4.38,-46.8,10.4,13.4
3600,10/13/2020,-2.34,-23,-45.6,-3,13.5,-1.3,-58.5,10.2,7.74
4400,10/13/2020,-10.3,-40.6,-50.2,-16.7,2.95,-20.7,-79.2,10.5,17.2
900,10/14/2020,1.26,-25.7,-44.8,2.18,20.3,-2.65,-60.4,12.9,8.24
2500,10/14/2020,-1.89,-25.7,-31.8,0.531,11.5,10.5,-65.4,10.3,9.54
3400,10/14/2020,-1.04,-22.7,-26.1,2.11,6.58,-0.986,-44.8,8.94,11.2
3600,10/14/2020,-0.532,-24.3,-45,-4.36,11.7,0.584,-58.9,9.35,7.58
4400,10/14/2020,-7.98,-40.4,-55,-10.6,0.235,-18.8,-74.9,9.48,18
900,10/15/2020,-2.86,-27.9,-48.7,1.4,15.3,-3.1,-64.2,10.3,7.05
2500,10/15/2020,-1.41,-23.8,-34.8,5.39,13.3,0.271,-66.4,13.5,14.1
3400,10/15/2020,-2.03,-20.4,-27.2,4.67,6.02,-1.36,-46.2,9.92,13.6
3600,10/15/2020,-1.35,-23.2,-43.1,-0.316,12,-4.29,-58.8,11.1,10.5
4400,10/15/2020,-8.6,-37.9,-51,-13.6,3.19,-16.8,-76.7,8.26,12.8
900,10/16/2020,-2.91,-27.5,-48.1,0.793,13,1.28,-63.7,9.42,7.15
2500,10/16/2020,-2.27,-22.9,-34.7,6.22,10.7,-3.67,-65.6,11.7,13.1
3400,10/16/2020,-2.3,-21.4,-26.1,4.57,4.79,-2.11,-46.1,9.62,14.2
3600,10/16/2020,-1.86,-22.6,-42.9,-0.72,11.2,-8,-60.3,10.5,9.91
4400,10/16/2020,-9.46,-36.9,-58.6,-19.3,2.73,-14.8,-75,5.39,7.94
900,10/17/2020,-1.01,-26.6,-47.1,4.53,15.3,1.1,-64.4,13.5,12.4
2500,10/17/2020,-0.0006,-21.8,-37,11.9,14.1,-0.695,-58.3,14.9,16.1
3400,10/17/2020,-1.65,-21.9,-27.2,5.38,5.21,-1.42,-47.3,10.5,15.4
3600,10/17/2020,-0.866,-22.3,-42.6,1.33,12,-6.37,-60.9,12.5,13
4400,10/17/2020,-8.17,-37.7,-62.5,-17,8.04,-12.8,-72.4,8.72,9.72
900,10/18/2020,0.001,-25.7,-47.2,5.94,17.3,1.35,-65,15.6,14.4
2500,10/18/2020,-0.173,-22,-38,12.8,13,1.63,-57.5,13.3,13.8
3400,10/18/2020,-1.53,-21.6,-27.5,4.92,5.02,-0.61,-47.3,10,14.7
3600,10/18/2020,-0.169,-22.1,-42.6,2.92,12.6,-4.39,-60.6,13.3,14
4400,10/18/2020,-6.89,-37.2,-61.8,-13.3,13,-10.8,-71.3,9.59,7.46
900,10/19/2020,-0.219,-24.9,-46.2,7.46,17.3,2.16,-64.1,16.2,15.5
2500,10/19/2020,0.118,-20.4,-34.6,14.2,14.3,6.13,-57.6,14.7,15.4
3400,10/19/2020,-2.05,-20.7,-26.1,4.01,4.78,-0.64,-48,10.2,15.3
3600,10/19/2020,-0.397,-21.7,-42.6,4.67,12.5,-4.12,-62,13.8,14.9
4400,10/19/2020,-7.72,-38,-61.6,-12.5,14.6,-12.9,-71.7,7.29,2.29
900,10/20/2020,-0.705,-24,-49,6.7,16.4,-1.16,-65,16,15.8
2500,10/20/2020,0.339,-18.7,-36.6,16.7,11.5,-3.6,-56.9,14.6,17.7
3400,10/20/2020,-1.96,-19.2,-24.1,4.86,4.01,1.87,-47.1,9.83,15.3
3600,10/20/2020,-0.0034,-20.6,-41.4,4.82,11.4,-1.53,-60.4,13.6,15.4
4400,10/20/2020,-7.77,-35.9,-58.5,-8.36,13.7,-20.9,-73.3,8.79,5.48
900,10/21/2020,-2.14,-25.7,-50.2,6.72,16.3,-6.65,-64.9,16.1,16
2500,10/21/2020,-0.0278,-17.7,-38.4,14,12.2,-7.16,-56.9,14.8,17.6
3400,10/21/2020,-2.12,-19.7,-23.8,4.57,3.77,3.81,-46.4,9.86,15.6
3600,10/21/2020,-0.554,-21.4,-41.3,5.08,12.2,-1.32,-58.8,14.2,15.8
4400,10/21/2020,-10.1,-35.8,-60.5,-21.7,12.5,-32.2,-75.5,0.731,-8.37
900,10/22/2020,-1.48,-23,-44.8,6.07,19.3,-7.88,-66.2,17.8,16.7
2500,10/22/2020,0.243,-17,-34.3,14.2,12.9,-8.83,-55.7,14.6,16.5
3400,10/22/2020,-1.81,-19.3,-21.2,4.52,5.04,1.91,-46.4,10.6,15.8
3600,10/22/2020,-0.522,-21.6,-41.5,4.16,14.7,-3.08,-59.4,14.9,15
4400,10/22/2020,-7.82,-35.5,-61.7,-9.93,13.2,-28.5,-73.8,10.6,9.45
900,10/23/2020,-2.28,-23,-46,5.95,20.7,-16.5,-66.8,18,16.2
2500,10/23/2020,0.329,-17.5,-32,13.7,14.3,-7.68,-54.7,14.5,14.9
3400,10/23/2020,-1.07,-18.7,-20.7,5.37,6.1,1.8,-44.7,11.4,16.4
3600,10/23/2020,-1.12,-21.5,-42.7,3.44,13.9,-2.55,-58,14.3,14.7
4400,10/23/2020,-9.28,-37.3,-59.5,-10.9,17.1,-30.6,-79.4,11.9,8.68
900,10/24/2020,-2.28,-23.4,-44.5,4.83,19.9,-18.1,-64.3,17.1,15.3
2500,10/24/2020,-0.906,-18,-30.6,9.7,13,-10.1,-61.2,13.1,13.5
3400,10/24/2020,-0.842,-18.5,-17.7,5.51,5.58,2.15,-43.3,11.6,17.2
3600,10/24/2020,-0.945,-21.5,-44.5,3.43,14.4,-4.51,-57.1,14.1,13.8
4400,10/24/2020,-10.3,-36.6,-54.6,-12,16.1,-34.8,-80.2,5.59,-2.17
900,10/25/2020,-2.84,-24.8,-43.3,4.1,19.1,-16.6,-63.7,16.6,14.9
2500,10/25/2020,-0.785,-18.6,-31.3,10.1,15,-13.5,-62.8,14.5,14.3
3400,10/25/2020,-0.714,-19.8,-15.6,7.02,6.34,-1.81,-42.9,13,19.2
3600,10/25/2020,-1.05,-22.2,-44.4,2.06,14.2,-5.85,-57.5,13.8,13.5
4400,10/25/2020,-10.1,-36.9,-59.7,-8.6,15,-27.7,-81.7,6.52,0.819
900,10/26/2020,-3.86,-26,-45.4,2.53,15.4,-13.9,-65.7,15.1,14.9
2500,10/26/2020,-1.15,-19.5,-37.1,10.3,13.5,-18,-62.3,13.7,14.2
3400,10/26/2020,-1.07,-20.3,-17.9,7.33,5.52,0.533,-44.1,12.3,18.8
3600,10/26/2020,-1.9,-22.9,-45.8,0.756,13.5,-7.97,-57.2,12.8,12.2
4400,10/26/2020,-8.38,-36.8,-59.1,-7.29,14,-22.8,-80,10.7,9.59
900,10/27/2020,-3.95,-26.1,-43.2,2.72,16.8,-14.2,-65.4,15.2,14.1
2500,10/27/2020,-0.536,-18.8,-34.1,12.5,15,-17.8,-61.9,15.9,17
3400,10/27/2020,-0.56,-19.5,-17.7,8.33,7.44,-2.87,-43.6,14,20.2
3600,10/27/2020,-1.97,-23,-46.4,1.87,13.8,-7.47,-57.1,13.1,12.4
4400,10/27/2020,-8.39,-35.4,-56.3,-3.41,16.4,-9.6,-77,7.31,0.901
900,10/28/2020,-4.28,-26.4,-43.9,2.6,15.4,-11.2,-65.3,14,13.2
2500,10/28/2020,-1.07,-19.6,-34.2,15.3,15.5,-14.5,-63.4,15.5,15.7
3400,10/28/2020,-0.105,-18.2,-18.4,8.97,8.51,-6.6,-42.6,14.5,20.1
3600,10/28/2020,-2.21,-21.9,-46.4,0.979,13.7,-6.59,-57.9,12.5,11.4
4400,10/28/2020,-8.72,-36.1,-55.9,-3,17.9,-4.41,-77.3,9.65,3.81
900,10/29/2020,-4.05,-27.3,-46.3,4.58,14.1,-13,-64.6,13.6,13.4
2500,10/29/2020,-1.07,-20.6,-35.3,15.2,16.5,-14.5,-63.8,15.9,15.5
3400,10/29/2020,-1.24,-19.9,-19.9,8.42,7.1,-4.5,-42.4,13.3,19.2
3600,10/29/2020,-2.54,-21.3,-48.9,1.01,12.9,-5.71,-57.8,12,11.3
4400,10/29/2020,-9.34,-36.6,-57,-6.51,18.3,-6.82,-78,11.4,6.7
900,10/30/2020,-3.34,-26.9,-46.5,4.5,13.4,-10.7,-65.5,14.3,15.1
2500,10/30/2020,-1.34,-21.1,-35.4,15.1,15.9,-10.4,-65.8,16.5,17.4
3400,10/30/2020,-0.543,-20.5,-23.9,9.34,8.52,-4.31,-44,14.5,20.3
3600,10/30/2020,-1.17,-21.9,-49.4,2.44,15,-5.37,-59.5,14.1,13.3
4400,10/30/2020,-12.5,-35.5,-56.7,-10.8,13,-13.1,-75.1,9.57,7.36
900,10/31/2020,-0.0212,-25.7,-49.4,9.31,22.3,-6.93,-65.7,19.8,18.1
2500,10/31/2020,-0.563,-23.1,-35.4,19,19.8,-4.8,-66.7,19,18.6
3400,10/31/2020,0.295,-21.6,-25.3,11.4,11.7,-4.2,-44.2,17,22.1
3600,10/31/2020,-0.844,-23.5,-51.3,4.1,16.5,-3.02,-59.8,15.1,14
4400,10/31/2020,-12.8,-39,-57,-9.06,15.1,-4.72,-75,15.5,16.3
900,11/01/2020,-0.473,-27.2,-47.6,11,22.9,-9.47,-65.6,19.9,18.1
2500,11/01/2020,-1.45,-23.6,-37.5,18.2,20.5,-5.42,-64.6,19.2,18.2
3400,11/01/2020,-1.7,-22,-28.7,9.62,11.8,-5.71,-46,15.5,19.1
3600,11/01/2020,-1.81,-23.5,-52.2,4.41,17.2,-4.92,-59.5,15.1,13.5
4400,11/01/2020,-11.1,-39,-53,-4.13,16.4,-20.4,-75.4,21,25.1
900,11/02/2020,2.41,-26.5,-44.2,12.8,29,-7.38,-63.5,22.6,18.5
2500,11/02/2020,-0.17,-23.3,-32.2,17.5,23.9,-7.64,-62.8,20.5,17.4
3400,11/02/2020,-0.0062,-21.6,-27.9,10.7,14.3,-5.06,-44,16.9,19.4
3600,11/02/2020,-0.239,-23,-51.2,5.43,18.7,-2.57,-57.3,16.2,14.2
4400,11/02/2020,-10.6,-40,-51.6,-4.95,18.7,-32.1,-73.1,19,20
900,11/03/2020,2.67,-25.5,-46.5,12.8,28.1,-4.86,-63.1,22.1,18.3
2500,11/03/2020,-0.118,-23.7,-34.1,16.7,24,-4.48,-62.2,19.3,14.9
3400,11/03/2020,-0.5,-21.8,-27.6,9.62,14.5,-4,-43.6,16.3,18
3600,11/03/2020,-0.0095,-22.6,-49.8,3.76,19.8,-4.36,-55.5,15.4,11.9
4400,11/03/2020,-8.32,-40.2,-59.6,-5.93,22.6,-53.9,-74.2,26.9,31.8
900,11/04/2020,2.16,-25.8,-39.8,11.6,29.6,-7.31,-65.2,22.4,17.9
2500,11/04/2020,-0.449,-24.6,-31.3,14.7,23.6,-7.02,-60.9,18.9,14.7
3400,11/04/2020,-1.59,-23.1,-28.4,8.52,12.8,-4.56,-44.5,14.5,16.2
3600,11/04/2020,-0.76,-23.4,-50.7,1.32,18.1,-6.02,-55.3,13.4,9.65
4400,11/04/2020,-11.1,-42.7,-61.9,-4.56,21,-67.5,-74.2,23.3,27
900,11/05/2020,1.8,-26.6,-39,9.12,29.7,-3.84,-65,20.7,15.2
2500,11/05/2020,-1.05,-25.3,-30,12.7,22.6,-1.84,-59,18.2,14.5
3400,11/05/2020,-1.61,-22,-27.7,8.49,13.5,-8.64,-44.3,14.8,16.2
3600,11/05/2020,-0.844,-23.9,-48.6,-0.942,17.1,-6.56,-54.9,12.2,8.54
4400,11/05/2020,-13.4,-44.8,-62.8,-5.57,22.6,-74.4,-77.4,18.3,16.6
900,11/06/2020,1.01,-27.5,-38.3,8.28,30.4,-3.05,-62.5,17.6,9.97
2500,11/06/2020,-1.45,-25.7,-30,11.8,23,-9.4,-61,17.3,12.4
3400,11/06/2020,-2.59,-21.7,-25.6,9.06,11.4,-9.73,-43.8,13.5,15.6
3600,11/06/2020,-2.19,-24.3,-46.9,-1.35,15.2,-9.84,-54.5,10.3,6.6
4400,11/06/2020,-9.45,-45.4,-59.1,-3.19,30.6,-81.3,-77,20.5,14.6
900,11/07/2020,-2.89,-28.2,-36.4,2.91,22.4,-5.44,-63.5,10.8,4.07
2500,11/07/2020,-2.15,-23.5,-28.9,8.4,19,-10.6,-62.1,14.5,11
3400,11/07/2020,-4.1,-21.5,-25.4,6.14,8.15,-11.3,-44.2,9.7,11.3
3600,11/07/2020,-2.57,-22.4,-44.7,-2.59,13.1,-11.2,-54.2,8.71,5.47
4400,11/07/2020,-9.4,-43.3,-57.6,-14,27,-87.3,-75.8,13.8,6.35
900,11/08/2020,-3.6,-27.6,-37.3,-0.532,20.7,-3.81,-65.6,8.22,1.08
2500,11/08/2020,-1.71,-23,-22,7.06,18.7,-18.7,-63.7,13.1,8.64
3400,11/08/2020,-2.64,-21.2,-24.7,4.95,7.55,-6.29,-44.5,9.42,11.4
3600,11/08/2020,-2.09,-21.4,-43.2,-3.7,12.1,-9.47,-56,7.79,4.69
4400,11/08/2020,-12.6,-42,-57.3,-25.3,23.8,-39.3,-73.9,5.41,-5.51
900,11/09/2020,-6.28,-27.1,-36.3,-4.15,17.2,-6.44,-68.1,4.81,-2.25
2500,11/09/2020,-3.34,-22.8,-24.6,5.31,15.7,-21.2,-67.2,11,7.23
3400,11/09/2020,-4.29,-22.2,-23.3,2.93,5.91,-8.7,-46.1,7.9,9.94
3600,11/09/2020,-3.36,-21.3,-43.4,-5.21,10.7,-11.9,-58.4,6.65,3.74
4400,11/09/2020,-14.9,-40.8,-55.5,-26.6,18.8,-40,-74.8,2.44,-7.18
900,11/10/2020,-6.1,-26.7,-34.1,-6.86,18.2,-6.06,-68.9,3.21,-5.2
2500,11/10/2020,-4.2,-23.7,-22.2,1.2,15.7,-20.7,-66.5,9.13,3.75
3400,11/10/2020,-4.36,-23,-23.5,1.97,5.47,-6.31,-44.5,7.46,9.49
3600,11/10/2020,-3.85,-21.5,-45.4,-5.81,9.72,-10.3,-60.3,6.41,4.04
4400,11/10/2020,-15.1,-41.6,-47.2,-27.3,15.9,-40.8,-73.7,1.21,-7.01
900,11/11/2020,-1.86,-22.7,-41.6,-4.59,23,2.25,-68.1,7.51,-1.07
2500,11/11/2020,-2.86,-22.2,-19.7,0.456,14.2,-19.1,-65.8,8.33,3.65
3400,11/11/2020,-3.42,-22.9,-21,1.95,6.38,-1.69,-44.7,7.86,9.48
3600,11/11/2020,-2.45,-21,-45.1,-3.4,11.4,-7.62,-60.3,8.45,6.4
4400,11/11/2020,-8.92,-36.4,-45.7,-26.9,14.3,-41.6,-74.4,8.37,6.1
900,11/12/2020,-5.15,-26.5,-36.8,-5.31,18.4,-9.98,-68.6,5.89,-1.29
2500,11/12/2020,-3.65,-22.4,-23.9,2.95,13.4,-18,-66.3,8.21,4
3400,11/12/2020,-3.59,-22.4,-23.6,3.2,6.11,-4.42,-45,8.18,10.3
3600,11/12/2020,-2.58,-20.4,-46.5,-1.14,12.3,-6.6,-61,9.68,7.83
4400,11/12/2020,-11.9,-37.2,-44,-26,11.7,-42.3,-67.5,4.5,0.848
900,11/13/2020,-4.8,-26.6,-36.2,-2.62,19.5,-8.56,-70.3,9.07,2.96
2500,11/13/2020,-3.64,-21.9,-25,4.16,13.3,-13.6,-64.8,8.86,5.3
3400,11/13/2020,-2.7,-22.5,-23.3,4.66,8.03,-2.83,-45.2,9.72,11.5
3600,11/13/2020,-1.48,-20.4,-46.8,0.856,14.3,-2.75,-61.3,11.8,10.1
4400,11/13/2020,-9.42,-36.2,-44.5,-21.7,12.2,-43.1,-62.6,7.08,4.85
900,11/14/2020,-3.28,-27.4,-38.9,-2.05,21.2,-13.1,-70.3,12.2,6.86
2500,11/14/2020,-2.83,-22.3,-27.7,6.02,13.4,-14.6,-63.5,11.4,10.1
3400,11/14/2020,-1.24,-22.3,-22.1,8.29,10.1,-2.54,-44.2,12.6,15.1
3600,11/14/2020,-0.66,-21.3,-46.7,2.97,16.5,-2.3,-61.5,14.4,12.9
4400,11/14/2020,-9.52,-37.4,-48.1,-17.2,13.6,-43.8,-69.3,8.84,6.41
900,11/15/2020,-2.3,-28.4,-41.6,-0.485,22.6,-13.8,-69.4,15.2,10.9
2500,11/15/2020,-2.58,-22.9,-29.8,8.07,12.9,-7.33,-62.5,13.4,14.4
3400,11/15/2020,-1.01,-22.9,-23,11.6,12,-4.34,-42.3,15.2,18.1
3600,11/15/2020,-0.217,-23.2,-47.1,5.99,18,-2.36,-59.8,17.2,16.7
4400,11/15/2020,-6,-37.8,-47.5,-10.2,14.5,-44.6,-72.8,16.5,18.8
900,11/16/2020,-2.01,-29.3,-46.1,1.1,20.6,-11.2,-69.5,16.2,13.5
2500,11/16/2020,-2.53,-23,-34.2,8.89,11.8,-3.29,-62,12.9,14.5
3400,11/16/2020,-1.05,-22.7,-23.3,12.3,11.5,-4.04,-43.2,15.1,18.5
3600,11/16/2020,0.267,-23.5,-47.3,8.1,18.6,-2.25,-59.9,18.3,18.1
4400,11/16/2020,-5.05,-40.5,-48.8,-7.71,16.6,-44,-74.7,19.5,22.5
900,11/17/2020,-2.27,-30.4,-44.6,0.599,18.6,-12.9,-69.8,16.8,15.6
2500,11/17/2020,-2.73,-22.4,-32.8,12.3,9.71,-2.72,-64.1,13,16.6
3400,11/17/2020,-1.55,-22.6,-24.4,12.8,9.91,-6.24,-46.7,14.3,18.4
3600,11/17/2020,0.309,-24,-47.7,10.1,17.7,-2.86,-61.1,18.6,19.3
4400,11/17/2020,-6.46,-37,-54.8,-8,15.8,-42.1,-73.8,16.7,18.1
900,11/18/2020,-1.78,-30.7,-52.4,0.461,18.8,-14,-68.3,16.3,14.7
2500,11/18/2020,-1.3,-22.1,-38.7,16.3,11.5,0.374,-63.7,15.6,19.9
3400,11/18/2020,-0.566,-23.2,-23.3,15.1,12.7,-4.82,-46.7,16.7,20.4
3600,11/18/2020,1.81,-24.4,-49.3,13.2,20.4,-1.06,-62.1,21.4,22.1
4400,11/18/2020,-3.3,-34.3,-59.1,-8.53,16,-36.6,-73.4,19.1,22.1
900,11/19/2020,-0.998,-29.2,-50.9,2.78,21,-14.5,-67.6,18.4,16.8
2500,11/19/2020,-1.33,-21.6,-39.8,15.5,13.3,-2.32,-66.4,17.3,21.5
3400,11/19/2020,-0.94,-24,-23,14.5,12.8,-2.87,-47.3,16.5,19.9
3600,11/19/2020,0.848,-24.9,-52.4,13.4,19.8,-3.36,-62,21,21.9
4400,11/19/2020,-2.56,-35.3,-62.2,-7.71,19.6,-32.2,-76.9,18.8,18.8
900,11/20/2020,-0.761,-29.4,-52.3,1.42,21.6,-18.9,-65.6,16.9,14.2
2500,11/20/2020,-0.646,-21.6,-39.5,16.6,14,-6.61,-66.9,18.1,22.5
3400,11/20/2020,-1.34,-25,-23.5,12.7,12.5,-4.49,-48,15.9,19.1
3600,11/20/2020,0.261,-24.9,-54,10.8,19.5,-4.15,-62.2,19.6,19.7
4400,11/20/2020,-4.32,-35.2,-67.7,-4.71,19.8,-31.8,-79.1,20.2,21.3
900,11/21/2020,-1.56,-30.6,-52.2,2.05,20,-16,-66,15.6,12.9
2500,11/21/2020,-0.74,-23,-39,16.1,14.5,-3.33,-65.4,16.9,19.6
3400,11/21/2020,-1.52,-26.2,-24.8,11.6,11.9,-6.95,-49.2,15.7,19.3
3600,11/21/2020,-0.0802,-25.6,-56.9,10.5,18.3,-5.4,-62.8,19,19.5
4400,11/21/2020,-4.75,-34.7,-69.3,-5.57,19.1,-35.6,-78.2,22.8,26.3
900,11/22/2020,-1.72,-30.7,-53.3,2.39,18.9,-18.9,-67.7,14.6,12
2500,11/22/2020,-0.175,-24.1,-39.2,15.8,15.1,-1.27,-66,17.5,20.2
3400,11/22/2020,-0.773,-27.3,-22.5,12,11.7,-7.36,-50.6,15.8,19.5
3600,11/22/2020,0.761,-25.5,-57.4,10.7,17.3,-4.36,-63.3,18.6,19.5
